Slice,Count,Total Area,Average Size,%Area,Mean
2021-06-09_150-NaCl_fip-37_1.JPG,13,2.685,0.207,1.245,255
2021-06-09_150-NaCl_fip-37_2.JPG,16,2.949,0.184,1.367,255
2021-06-09_150-NaCl_fip-37_3.JPG,14,2.598,0.186,1.204,255
2021-06-09_150-NaCl_Vir-1_1.JPG,16,2.516,0.157,1.166,255
2021-06-09_150-NaCl_Vir-1_2.JPG,16,2.492,0.156,1.155,255
2021-06-09_150-NaCl_Vir-1_3.JPG,18,2.157,0.120,1.000,255
2021-06-09_200-Manitol_4b-1_1.JPG,15,3.915,0.261,1.815,255
2021-06-09_200-Manitol_4b-1_2.JPG,15,3.789,0.253,1.756,255
2021-06-09_200-Manitol_4b-1_3.JPG,15,3.727,0.248,1.728,255
2021-06-09_200-Manitol_4b-2_1.JPG,15,4.345,0.290,2.014,255
2021-06-09_200-Manitol_4b-2_2.JPG,16,4.400,0.275,2.040,255
2021-06-09_200-Manitol_4b-2_3.JPG,14,4.337,0.310,2.011,255
2021-06-09_200-Manitol_4b-4_1.JPG,14,3.787,0.270,1.755,255
2021-06-09_200-Manitol_4b-4_2.JPG,16,4.306,0.269,1.996,255
2021-06-09_200-Manitol_4b-4_3.JPG,15,3.698,0.247,1.714,255
2021-06-09_200-Manitol_Col-0_1.JPG,17,4.781,0.281,2.216,255
2021-06-09_200-Manitol_Col-0_2.JPG,18,4.462,0.248,2.068,255
2021-06-09_200-Manitol_Col-0_3.JPG,14,4.476,0.320,2.075,255
2021-06-09_200-Manitol_fip-37_1.JPG,10,1.994,0.199,0.924,255
2021-06-09_200-Manitol_fip-37_2.JPG,15,2.857,0.190,1.325,255
2021-06-09_200-Manitol_fip-37_3.JPG,14,2.326,0.166,1.078,255
2021-06-09_200-Manitol_Vir-1_1.JPG,13,2.151,0.165,0.997,255
2021-06-09_200-Manitol_Vir-1_2.JPG,14,2.033,0.145,0.943,255
2021-06-09_200-Manitol_Vir-1_3.JPG,10,1.291,0.129,0.599,255
2021-06-09_300-Manitol_4b-1_1.JPG,12,2.296,0.191,1.065,255
2021-06-09_300-Manitol_4b-1_2.JPG,14,3.551,0.254,1.646,255
2021-06-09_300-Manitol_4b-1_3.JPG,13,3.530,0.272,1.636,255
2021-06-09_300-Manitol_4b-2_1.JPG,15,3.870,0.258,1.794,255
2021-06-09_300-Manitol_4b-2_2.JPG,13,2.568,0.198,1.190,255
2021-06-09_300-Manitol_4b-2_3.JPG,15,3.110,0.207,1.442,255
2021-06-09_300-Manitol_4b-4_1.JPG,15,2.899,0.193,1.344,255
2021-06-09_300-Manitol_4b-4_2.JPG,15,3.522,0.235,1.633,255
2021-06-09_300-Manitol_4b-4_3.JPG,14,3.106,0.222,1.440,255
2021-06-09_300-Manitol_Col-0_1.JPG,12,3.952,0.329,1.832,255
2021-06-09_300-Manitol_Col-0_2.JPG,11,3.085,0.280,1.430,255
2021-06-09_300-Manitol_Col-0_3.JPG,10,3.539,0.354,1.640,255
2021-06-09_300-Manitol_fip-37_1.JPG,10,1.676,0.168,0.777,255
2021-06-09_300-Manitol_fip-37_2.JPG,10,1.626,0.163,0.754,255
2021-06-09_300-Manitol_fip-37_3.JPG,11,1.784,0.162,0.827,255
2021-06-09_300-Manitol_Vir-1_1.JPG,10,1.283,0.128,0.595,255
2021-06-09_300-Manitol_Vir-1_2.JPG,11,1.164,0.106,0.540,255
2021-06-09_300-Manitol_Vir-1_3.JPG,8,1.166,0.146,0.540,255
2021-06-09_controll_4b-1_1.JPG,12,4.617,0.385,2.140,255
2021-06-09_controll_4b-1_2.JPG,14,4.394,0.314,2.037,255
2021-06-09_controll_4b-1_3.JPG,13,4.016,0.309,1.862,255
2021-06-09_controll_4b-2_1.JPG,12,4.065,0.339,1.885,255
2021-06-09_controll_4b-2_2.JPG,14,3.585,0.256,1.662,255
2021-06-09_controll_4b-2_3.JPG,11,4.565,0.415,2.116,255
2021-06-09_controll_4b-4_1.JPG,11,3.895,0.354,1.805,255
2021-06-09_controll_4b-4_2.JPG,15,4.353,0.290,2.018,255
2021-06-09_controll_4b-4_3.JPG,12,3.887,0.324,1.802,255
2021-06-09_controll_Col-0_1.JPG,14,6.377,0.456,2.956,255
2021-06-09_controll_Col-0_2.JPG,15,7.312,0.487,3.390,255
2021-06-09_controll_Col-0_3.JPG,16,6.835,0.427,3.168,255
2021-06-09_controll_fip-37_1.JPG,10,2.512,0.251,1.165,255
2021-06-09_controll_fip-37_2.JPG,14,2.774,0.198,1.286,255
2021-06-09_controll_fip-37_3.JPG,14,2.865,0.205,1.328,255
2021-06-09_controll_Vir-1_1.JPG,9,1.535,0.171,0.712,255
2021-06-09_controll_Vir-1_2.JPG,7,1.241,0.177,0.575,255
2021-06-09_controll_Vir-1_3.JPG,16,1.972,0.123,0.914,255
2021-06-09_heat_4b-1_1.JPG,13,2.538,0.195,1.177,255
2021-06-09_heat_4b-1_2.JPG,10,1.989,0.199,0.922,255
2021-06-09_heat_4b-1_3.JPG,17,2.823,0.166,1.309,255
2021-06-09_heat_4b-2_1.JPG,13,3.199,0.246,1.483,255
2021-06-09_heat_4b-2_2.JPG,13,2.983,0.229,1.383,255
2021-06-09_heat_4b-2_3.JPG,9,2.030,0.226,0.941,255
2021-06-09_heat_4b-4_1.JPG,14,2.945,0.210,1.365,255
2021-06-09_heat_4b-4_2.JPG,15,2.807,0.187,1.301,255
2021-06-09_heat_4b-4_3.JPG,16,2.409,0.151,1.117,255
2021-06-09_heat_Col-0_1.JPG,14,4.624,0.330,2.143,255
2021-06-09_heat_Col-0_2.JPG,13,3.943,0.303,1.828,255
2021-06-09_heat_Col-0_3.JPG,14,4.312,0.308,1.999,255
2021-06-09_heat_fip-37_1.JPG,10,1.326,0.133,0.615,255
2021-06-09_heat_fip-37_2.JPG,11,1.559,0.142,0.723,255
2021-06-09_heat_fip-37_3.JPG,17,2.181,0.128,1.011,255
2021-06-09_heat_Vir-1_1.JPG,12,1.372,0.114,0.636,255
2021-06-09_heat_Vir-1_2.JPG,11,1.384,0.126,0.642,255
2021-06-09_heat_Vir-1_3.JPG,12,1.635,0.136,0.758,255
