Slice,Count,Total Area,Average Size,%Area,Mean
2021-06-04_200-Manitol_Col-0_1,70,20.610,0.294,12.103,255
2021-06-04_200-Manitol_Col-0_2,530,19.982,0.038,11.734,255
2021-06-04_200-Manitol_Col-0_3,1043,18.703,0.018,10.983,255
2021-06-04_200-Manitol_fip-37_1,1749,24.096,0.014,14.150,255
2021-06-04_200-Manitol_fip-37_2,191,17.247,0.090,10.128,255
2021-06-04_200-Manitol_fip-37_3,131,19.127,0.146,11.232,255
2021-06-04_200-Manitol_Vir-1_1,190,16.872,0.089,9.908,255
2021-06-04_200-Manitol_Vir-1_2,3374,25.523,0.008,14.988,255
2021-06-04_200-Manitol_Vir-1_3,1868,23.100,0.012,13.565,255
2021-06-04_300-Manitol_4b-1_1,1015,24.114,0.024,14.160,255
2021-06-04_300-Manitol_4b-1_2,964,21.964,0.023,12.898,255
2021-06-04_300-Manitol_4b-1_3,1069,24.261,0.023,14.247,255
2021-06-04_300-Manitol_4b-2_1,874,23.491,0.027,13.795,255
2021-06-04_300-Manitol_4b-2_2,985,25.553,0.026,15.005,255
2021-06-04_300-Manitol_4b-2_3,963,24.914,0.026,14.630,255
2021-06-04_300-Manitol_4b-4_1,1073,23.163,0.022,13.602,255
2021-06-04_300-Manitol_4b-4_2,1021,25.986,0.025,15.260,255
2021-06-04_300-Manitol_4b-4_3,1792,30.169,0.017,17.716,255
2021-06-04_300-Manitol_Col-0_1,926,27.584,0.030,16.198,255
2021-06-04_300-Manitol_Col-0_2,1546,18.092,0.012,10.624,255
2021-06-04_300-Manitol_Col-0_3,947,25.873,0.027,15.194,255
2021-06-04_300-Manitol_fip-37_1,940,23.018,0.024,13.517,255
2021-06-04_300-Manitol_fip-37_2,987,24.746,0.025,14.532,255
2021-06-04_300-Manitol_fip-37_3,914,26.690,0.029,15.673,255
2021-06-04_300-Manitol_Vir-1_1,936,27.037,0.029,15.877,255
2021-06-04_300-Manitol_Vir-1_2,1835,24.423,0.013,14.342,255
2021-06-04_300-Manitol_Vir-1_3,1107,24.241,0.022,14.235,255
2021-06-04_controll_4b-1_1,1629,23.717,0.015,13.927,255
2021-06-04_controll_4b-1_2,327,15.903,0.049,9.339,255
2021-06-04_controll_4b-1_3,139,14.133,0.102,8.299,255
2021-06-04_controll_4b-2_1,1433,21.914,0.015,12.868,255
2021-06-04_controll_4b-2_2,597,14.764,0.025,8.670,255
2021-06-04_controll_4b-2_3,702,14.375,0.020,8.442,255
2021-06-04_controll_4b-4_1,50,18.055,0.361,10.602,255
2021-06-04_controll_4b-4_2,423,14.980,0.035,8.797,255
2021-06-04_controll_4b-4_3,2211,23.440,0.011,13.765,255
2021-06-04_controll_Col-0_1,4144,33.138,0.008,19.460,255
2021-06-04_controll_Col-0_2,4292,28.512,0.007,16.743,255
2021-06-04_controll_Col-0_3,117,15.753,0.135,9.251,255
2021-06-04_controll_fip-37_1,109,15.848,0.145,9.306,255
2021-06-04_controll_fip-37_2,178,15.256,0.086,8.959,255
2021-06-04_controll_fip-37_3,89,15.900,0.179,9.337,255
2021-06-04_controll_Vir-1_1,77,17.718,0.230,10.404,255
2021-06-04_controll_Vir-1_2,292,17.823,0.061,10.466,255
2021-06-04_controll_Vir-1_3,2457,25.886,0.011,15.201,255
2021-06-04_heat_4b-1_1,100,22.080,0.221,12.966,255
2021-06-04_heat_4b-1_2,269,16.695,0.062,9.804,255
2021-06-04_heat_4b-1_3,212,20.028,0.094,11.761,255
2021-06-04_heat_4b-2_1,76,19.841,0.261,11.651,255
2021-06-04_heat_4b-2_2,47,22.447,0.478,13.182,255
2021-06-04_heat_4b-2_3,106,20.916,0.197,12.282,255
2021-06-04_heat_4b-4_1,185,19.286,0.104,11.326,255
2021-06-04_heat_4b-4_2,4776,26.635,0.006,15.641,255
2021-06-04_heat_4b-4_3,235,22.247,0.095,13.064,255
2021-06-04_heat_Col-0_1,1298,24.561,0.019,14.423,255
2021-06-04_heat_Col-0_2,199,21.227,0.107,12.465,255
2021-06-04_heat_Col-0_3,53,22.993,0.434,13.502,255
2021-06-04_heat_fip-37_1,32,26.039,0.814,15.291,255
2021-06-04_heat_fip-37_2,149,21.131,0.142,12.409,255
2021-06-04_heat_fip-37_3,255,18.861,0.074,11.075,255
2021-06-04_heat_Vir-1_1,45,21.813,0.485,12.809,255
2021-06-04_heat_Vir-1_2,1675,24.602,0.015,14.447,255
2021-06-04_heat_Vir-1_3,3758,25.472,0.007,14.958,255
2021-06-07_150-Manitol_4b-1_1,16,77.297,4.831,45.392,255
2021-06-07_150-Manitol_4b-1_2,15,77.844,5.190,45.713,255
2021-06-07_150-Manitol_4b-1_3,16,77.478,4.842,45.498,255
2021-06-07_150-Manitol_4b-2_1,17,78.041,4.591,45.828,255
2021-06-07_150-Manitol_4b-2_2,19,73.453,3.866,43.134,255
2021-06-07_150-Manitol_4b-2_3,10,75.409,7.541,44.283,255
2021-06-07_150-Manitol_4b-4_1,19,72.325,3.807,42.471,255
2021-06-07_150-Manitol_4b-4_2,16,72.998,4.562,42.867,255
2021-06-07_150-Manitol_4b-4_3,16,70.982,4.436,41.683,255
2021-06-07_150-Manitol_Col-0_1,17,68.343,4.020,40.133,255
2021-06-07_150-Manitol_Col-0_2,23,67.852,2.950,39.845,255
2021-06-07_150-Manitol_Col-0_3,17,67.213,3.954,39.469,255
2021-06-07_150-Manitol_fip-37_1,15,67.501,4.500,39.638,255
2021-06-07_150-Manitol_fip-37_2,19,69.957,3.682,41.081,255
2021-06-07_150-Manitol_fip-37_3,22,71.234,3.238,41.831,255
2021-06-07_150-Manitol_Vir-1_1,29,69.430,2.394,40.771,255
2021-06-07_150-Manitol_Vir-1_2,27,70.366,2.606,41.321,255
2021-06-07_150-Manitol_Vir-1_3,26,66.887,2.573,39.278,255
2021-06-07_150-NaCl_4b-1_1,15,64.078,4.272,37.629,255
2021-06-07_150-NaCl_4b-1_2,16,67.397,4.212,39.578,255
2021-06-07_150-NaCl_4b-1_3,26,69.323,2.666,40.709,255
2021-06-07_150-NaCl_4b-2_1,17,68.642,4.038,40.309,255
2021-06-07_150-NaCl_4b-2_2,11,69.699,6.336,40.930,255
2021-06-07_150-NaCl_4b-2_3,11,68.981,6.271,40.508,255
2021-06-07_150-NaCl_4b-4_1,13,67.473,5.190,39.623,255
2021-06-07_150-NaCl_4b-4_2,12,70.851,5.904,41.606,255
2021-06-07_150-NaCl_4b-4_3,11,71.744,6.522,42.130,255
2021-06-07_150-NaCl_Col-0_1,15,68.345,4.556,40.134,255
2021-06-07_150-NaCl_Col-0_2,17,69.820,4.107,41.001,255
2021-06-07_150-NaCl_Col-0_3,15,69.245,4.616,40.663,255
2021-06-07_150-NaCl_fip-37_1,22,65.289,2.968,38.340,255
2021-06-07_150-NaCl_fip-37_2,22,62.288,2.831,36.578,255
2021-06-07_150-NaCl_fip-37_3,16,69.044,4.315,40.545,255
2021-06-07_150-NaCl_Vir-1_1,24,70.668,2.944,41.499,255
2021-06-07_150-NaCl_Vir-1_2,24,68.768,2.865,40.383,255
2021-06-07_150-NaCl_Vir-1_3,28,70.331,2.512,41.301,255
2021-06-07_200-Manitol_4b-1_1,12,67.532,5.628,39.657,255
2021-06-07_200-Manitol_4b-1_2,15,67.363,4.491,39.558,255
2021-06-07_200-Manitol_4b-1_3,13,67.039,5.157,39.368,255
2021-06-07_200-Manitol_4b-2_1,25,62.871,2.515,36.920,255
2021-06-07_200-Manitol_4b-2_2,30,67.007,2.234,39.349,255
2021-06-07_200-Manitol_4b-2_3,18,73.799,4.100,43.337,255
2021-06-07_200-Manitol_4b-4_1,15,69.694,4.646,40.927,255
2021-06-07_200-Manitol_4b-4_2,27,62.577,2.318,36.747,255
2021-06-07_200-Manitol_4b-4_3,16,61.144,3.822,35.906,255
2021-06-07_200-Manitol_Col-0_1,14,70.734,5.052,41.537,255
2021-06-07_200-Manitol_Col-0_2,26,65.644,2.525,38.548,255
2021-06-07_200-Manitol_Col-0_3,11,66.265,6.024,38.913,255
2021-06-07_200-Manitol_fip-37_1,15,66.880,4.459,39.274,255
2021-06-07_200-Manitol_fip-37_2,21,69.612,3.315,40.878,255
2021-06-07_200-Manitol_fip-37_3,25,70.896,2.836,41.632,255
2021-06-07_200-Manitol_Vir-1_1,24,67.278,2.803,39.508,255
2021-06-07_200-Manitol_Vir-1_2,24,67.363,2.807,39.558,255
2021-06-07_200-Manitol_Vir-1_3,27,69.897,2.589,41.046,255
2021-06-07_300-Manitol_4b-1_1,20,65.536,3.277,38.485,255
2021-06-07_300-Manitol_4b-1_2,13,72.835,5.603,42.771,255
2021-06-07_300-Manitol_4b-1_3,21,69.140,3.292,40.601,255
2021-06-07_300-Manitol_4b-2_1,15,71.372,4.758,41.912,255
2021-06-07_300-Manitol_4b-2_2,19,72.414,3.811,42.524,255
2021-06-07_300-Manitol_4b-2_3,18,65.172,3.621,38.271,255
2021-06-07_300-Manitol_4b-4_1,18,64.234,3.569,37.720,255
2021-06-07_300-Manitol_4b-4_2,20,68.670,3.433,40.325,255
2021-06-07_300-Manitol_4b-4_3,18,68.596,3.811,40.282,255
2021-06-07_300-Manitol_Col-0_1,12,64.474,5.373,37.861,255
2021-06-07_300-Manitol_Col-0_2,17,66.488,3.911,39.044,255
2021-06-07_300-Manitol_Col-0_3,12,65.161,5.430,38.265,255
2021-06-07_300-Manitol_fip-37_1,19,69.735,3.670,40.951,255
2021-06-07_300-Manitol_fip-37_2,18,71.325,3.963,41.885,255
2021-06-07_300-Manitol_fip-37_3,19,66.393,3.494,38.988,255
2021-06-07_300-Manitol_Vir-1_1,19,56.453,2.971,33.151,255
2021-06-07_300-Manitol_Vir-1_2,1859,23.072,0.012,13.548,255
2021-06-07_300-Manitol_Vir-1_3,1463,21.290,0.015,12.502,255
2021-06-07_controll_4b-1_1,1451,19.077,0.013,11.203,255
2021-06-07_controll_4b-1_2,207,14.540,0.070,8.539,255
2021-06-07_controll_4b-1_3,458,14.462,0.032,8.493,255
2021-06-07_controll_4b-2_1,1364,21.149,0.016,12.420,255
2021-06-07_controll_4b-2_2,70,14.745,0.211,8.659,255
2021-06-07_controll_4b-2_3,703,17.330,0.025,10.177,255
2021-06-07_controll_4b-4_1,51,12.193,0.239,7.160,255
2021-06-07_controll_4b-4_2,466,11.864,0.025,6.967,255
2021-06-07_controll_4b-4_3,1234,17.239,0.014,10.123,255
2021-06-07_controll_Col-0_1,74,15.569,0.210,9.143,255
2021-06-07_controll_Col-0_2,104,15.804,0.152,9.281,255
2021-06-07_controll_Col-0_3,55,15.484,0.282,9.092,255
2021-06-07_controll_fip-37_1,324,12.172,0.038,7.148,255
2021-06-07_controll_fip-37_2,72,14.314,0.199,8.406,255
2021-06-07_controll_fip-37_3,89,13.466,0.151,7.908,255
2021-06-07_controll_Vir-1_1,154,11.432,0.074,6.713,255
2021-06-07_controll_Vir-1_2,82,11.919,0.145,6.999,255
2021-06-07_controll_Vir-1_3,537,14.610,0.027,8.579,255
2021-06-07_heat_4b-1_1,178,12.374,0.070,7.266,255
2021-06-07_heat_4b-1_2,1977,20.256,0.010,11.895,255
2021-06-07_heat_4b-1_3,2205,20.541,0.009,12.062,255
2021-06-07_heat_4b-2_1,317,14.275,0.045,8.383,255
2021-06-07_heat_4b-2_2,430,21.099,0.049,12.390,255
2021-06-07_heat_4b-2_3,199,10.182,0.051,5.979,255
2021-06-07_heat_4b-4_1,909,11.260,0.012,6.612,255
2021-06-07_heat_4b-4_2,32,65.533,2.048,38.483,255
2021-06-07_heat_4b-4_3,1676,18.681,0.011,10.970,255
2021-06-07_heat_Col-0_1,1317,18.746,0.014,11.008,255
2021-06-07_heat_Col-0_2,207,11.682,0.056,6.860,255
2021-06-07_heat_Col-0_3,1389,20.614,0.015,12.105,255
2021-06-07_heat_fip-37_1,1687,21.469,0.013,12.607,255
2021-06-07_heat_fip-37_2,1516,22.514,0.015,13.221,255
2021-06-07_heat_fip-37_3,1400,22.404,0.016,13.156,255
2021-06-07_heat_Vir-1_1,1983,20.251,0.010,11.892,255
2021-06-07_heat_Vir-1_2,1816,18.847,0.010,11.067,255
2021-06-07_heat_Vir-1_3,2397,22.621,0.009,13.284,255
2021-06-09_150-Manitol_4b-1_1.JPG,110,16.917,0.154,9.934,255
2021-06-09_150-Manitol_4b-1_2.JPG,136,17.887,0.132,10.504,255
2021-06-09_150-Manitol_4b-1_3.JPG,129,17.343,0.134,10.184,255
2021-06-09_150-Manitol_4b-2_1.JPG,79,16.506,0.209,9.693,255
2021-06-09_150-Manitol_4b-2_2.JPG,62,15.935,0.257,9.357,255
2021-06-09_150-Manitol_4b-2_3.JPG,66,18.079,0.274,10.617,255
2021-06-09_150-Manitol_4b-4_1.JPG,54,18.471,0.342,10.847,255
2021-06-09_150-Manitol_4b-4_2.JPG,205,17.724,0.086,10.408,255
2021-06-09_150-Manitol_4b-4_3.JPG,83,18.418,0.222,10.816,255
2021-06-09_150-Manitol_Col-0_1.JPG,211,19.167,0.091,11.255,255
2021-06-09_150-Manitol_Col-0_2.JPG,147,18.009,0.123,10.575,255
2021-06-09_150-Manitol_Col-0_3.JPG,79,16.820,0.213,9.877,255
2021-06-09_150-Manitol_fip-37_1.JPG,380,16.560,0.044,9.724,255
2021-06-09_150-Manitol_fip-37_2.JPG,1018,19.258,0.019,11.309,255
2021-06-09_150-Manitol_fip-37_3.JPG,499,15.010,0.030,8.814,255
2021-06-09_150-Manitol_Vir-1_1.JPG,569,15.344,0.027,9.010,255
2021-06-09_150-Manitol_Vir-1_2.JPG,88,14.145,0.161,8.306,255
2021-06-09_150-Manitol_Vir-1_3.JPG,114,12.808,0.112,7.521,255
2021-06-09_150-NaCl_4b-1_1.JPG,67,14.797,0.221,8.689,255
2021-06-09_150-NaCl_4b-1_2.JPG,77,17.048,0.221,10.011,255
2021-06-09_150-NaCl_4b-1_3.JPG,79,19.536,0.247,11.472,255
2021-06-09_150-NaCl_4b-2_1.JPG,111,19.115,0.172,11.225,255
2021-06-09_150-NaCl_4b-2_2.JPG,275,17.976,0.065,10.556,255
2021-06-09_150-NaCl_4b-2_3.JPG,54,17.331,0.321,10.177,255
2021-06-09_150-NaCl_4b-4_1.JPG,77,16.081,0.209,9.443,255
2021-06-09_150-NaCl_4b-4_2.JPG,76,16.440,0.216,9.654,255
2021-06-09_150-NaCl_4b-4_3.JPG,51,18.006,0.353,10.574,255
2021-06-09_150-NaCl_Col-0_1.JPG,237,10.204,0.043,5.992,255
2021-06-09_150-NaCl_Col-0_2.JPG,99,10.735,0.108,6.304,255
2021-06-09_150-NaCl_Col-0_3.JPG,62,22.315,0.360,13.104,255
2021-06-09_150-NaCl_fip-37_1.JPG,423,16.907,0.040,9.928,255
2021-06-09_150-NaCl_fip-37_2.JPG,119,18.702,0.157,10.982,255
2021-06-09_150-NaCl_fip-37_3.JPG,1460,15.445,0.011,9.070,255
2021-06-09_150-NaCl_Vir-1_1.JPG,159,14.778,0.093,8.678,255
2021-06-09_150-NaCl_Vir-1_2.JPG,56,16.215,0.290,9.522,255
2021-06-09_150-NaCl_Vir-1_3.JPG,104,16.327,0.157,9.588,255
2021-06-09_200-Manitol_4b-1_1.JPG,85,15.847,0.186,9.306,255
2021-06-09_200-Manitol_4b-1_2.JPG,84,12.761,0.152,7.493,255
2021-06-09_200-Manitol_4b-1_3.JPG,59,15.148,0.257,8.895,255
2021-06-09_200-Manitol_4b-2_1.JPG,165,12.932,0.078,7.594,255
2021-06-09_200-Manitol_4b-2_2.JPG,87,15.945,0.183,9.364,255
2021-06-09_200-Manitol_4b-2_3.JPG,59,16.714,0.283,9.815,255
2021-06-09_200-Manitol_4b-4_1.JPG,78,15.715,0.201,9.228,255
2021-06-09_200-Manitol_4b-4_2.JPG,127,15.335,0.121,9.005,255
2021-06-09_200-Manitol_4b-4_3.JPG,97,14.300,0.147,8.397,255
2021-06-09_200-Manitol_Col-0_1.JPG,49,16.248,0.332,9.541,255
2021-06-09_200-Manitol_Col-0_2.JPG,66,18.166,0.275,10.668,255
2021-06-09_200-Manitol_Col-0_3.JPG,125,17.095,0.137,10.039,255
2021-06-09_200-Manitol_fip-37_1.JPG,2346,19.927,0.008,11.702,255
2021-06-09_200-Manitol_fip-37_2.JPG,224,14.486,0.065,8.507,255
2021-06-09_200-Manitol_fip-37_3.JPG,91,13.510,0.148,7.933,255
2021-06-09_200-Manitol_Vir-1_1.JPG,418,15.559,0.037,9.137,255
2021-06-09_200-Manitol_Vir-1_2.JPG,571,13.712,0.024,8.052,255
2021-06-09_200-Manitol_Vir-1_3.JPG,1703,23.990,0.014,14.088,255
2021-06-09_300-Manitol_4b-1_1.JPG,1280,18.108,0.014,10.633,255
2021-06-09_300-Manitol_4b-1_2.JPG,316,16.367,0.052,9.611,255
2021-06-09_300-Manitol_4b-1_3.JPG,200,15.266,0.076,8.965,255
2021-06-09_300-Manitol_4b-2_1.JPG,139,14.142,0.102,8.305,255
2021-06-09_300-Manitol_4b-2_2.JPG,1240,16.395,0.013,9.628,255
2021-06-09_300-Manitol_4b-2_3.JPG,179,16.829,0.094,9.882,255
2021-06-09_300-Manitol_4b-4_1.JPG,182,17.940,0.099,10.535,255
2021-06-09_300-Manitol_4b-4_2.JPG,108,14.432,0.134,8.475,255
2021-06-09_300-Manitol_4b-4_3.JPG,191,15.785,0.083,9.269,255
2021-06-09_300-Manitol_Col-0_1.JPG,168,16.663,0.099,9.785,255
2021-06-09_300-Manitol_Col-0_2.JPG,410,15.613,0.038,9.169,255
2021-06-09_300-Manitol_Col-0_3.JPG,840,22.128,0.026,12.994,255
2021-06-09_300-Manitol_fip-37_1.JPG,1563,23.537,0.015,13.822,255
2021-06-09_300-Manitol_fip-37_2.JPG,1113,21.440,0.019,12.590,255
2021-06-09_300-Manitol_fip-37_3.JPG,1459,22.546,0.015,13.240,255
2021-06-09_300-Manitol_Vir-1_1.JPG,996,20.354,0.020,11.952,255
2021-06-09_300-Manitol_Vir-1_2.JPG,1733,25.980,0.015,15.256,255
2021-06-09_300-Manitol_Vir-1_3.JPG,3764,26.223,0.007,15.399,255
2021-06-09_controll_4b-1_1.JPG,95,14.501,0.153,8.516,255
2021-06-09_controll_4b-1_2.JPG,75,17.277,0.230,10.145,255
2021-06-09_controll_4b-1_3.JPG,61,18.050,0.296,10.600,255
2021-06-09_controll_4b-2_1.JPG,226,15.975,0.071,9.381,255
2021-06-09_controll_4b-2_2.JPG,109,14.580,0.134,8.562,255
2021-06-09_controll_4b-2_3.JPG,373,16.631,0.045,9.766,255
2021-06-09_controll_4b-4_1.JPG,65,18.455,0.284,10.837,255
2021-06-09_controll_4b-4_2.JPG,73,16.087,0.220,9.447,255
2021-06-09_controll_4b-4_3.JPG,96,15.722,0.164,9.233,255
2021-06-09_controll_Col-0_1.JPG,95,18.213,0.192,10.695,255
2021-06-09_controll_Col-0_2.JPG,95,19.222,0.202,11.288,255
2021-06-09_controll_Col-0_3.JPG,171,18.296,0.107,10.744,255
2021-06-09_controll_fip-37_1.JPG,287,14.374,0.050,8.441,255
2021-06-09_controll_fip-37_2.JPG,107,14.136,0.132,8.301,255
2021-06-09_controll_fip-37_3.JPG,72,17.447,0.242,10.246,255
2021-06-09_controll_Vir-1_1.JPG,319,16.744,0.052,9.833,255
2021-06-09_controll_Vir-1_2.JPG,144,12.908,0.090,7.580,255
2021-06-09_controll_Vir-1_3.JPG,74,14.368,0.194,8.437,255
2021-06-09_heat_4b-1_1.JPG,71,13.401,0.189,7.870,255
2021-06-09_heat_4b-1_2.JPG,1088,21.768,0.020,12.783,255
2021-06-09_heat_4b-1_3.JPG,57,15.524,0.272,9.116,255
2021-06-09_heat_4b-2_1.JPG,431,14.903,0.035,8.752,255
2021-06-09_heat_4b-2_2.JPG,96,11.556,0.120,6.786,255
2021-06-09_heat_4b-2_3.JPG,154,16.242,0.105,9.538,255
2021-06-09_heat_4b-4_1.JPG,106,16.430,0.155,9.648,255
2021-06-09_heat_4b-4_2.JPG,56,14.438,0.258,8.478,255
2021-06-09_heat_4b-4_3.JPG,516,14.193,0.028,8.334,255
2021-06-09_heat_Col-0_1.JPG,324,15.908,0.049,9.342,255
2021-06-09_heat_Col-0_2.JPG,77,14.515,0.189,8.524,255
2021-06-09_heat_Col-0_3.JPG,726,16.995,0.023,9.980,255
2021-06-09_heat_fip-37_1.JPG,1180,23.099,0.020,13.564,255
2021-06-09_heat_fip-37_2.JPG,1913,23.484,0.012,13.790,255
2021-06-09_heat_fip-37_3.JPG,607,15.846,0.026,9.305,255
2021-06-09_heat_Vir-1_1.JPG,839,16.342,0.019,9.596,255
2021-06-09_heat_Vir-1_2.JPG,1395,19.542,0.014,11.476,255
